lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
4,0,70.0,1,8,3,2,1,0,0,1
184,1,164.25,8,17,4,1,0,1,0,0
9,0,141.0,3,22,4,3,0,0,0,1
265,2,78.3,11,20,4,1,2,0,0,0
65,1,89.2,10,16,4,1,0,0,0,1
133,1,80.75,4,25,3,2,1,0,0,1
64,0,92.48,9,14,3,4,1,0,0,1
11,2,196.0,7,21,4,1,0,0,3,1
51,3,108.0,10,9,4,0,2,3,0,1
152,2,119.0,7,11,4,1,1,0,0,0
119,1,88.73,8,13,4,2,2,0,0,1
93,1,80.75,6,3,3,2,0,0,0,1
27,1,110.0,10,29,4,1,2,3,0,1
17,1,60.0,12,26,3,2,2,0,0,1
35,0,129.87,6,27,4,2,1,0,3,0
73,1,89.25,10,26,4,3,1,0,0,1
418,0,75.0,9,26,3,2,1,0,0,0
74,2,133.8,11,9,4,3,0,3,0,1
124,2,158.95,6,27,4,3,1,0,5,1
19,1,100.0,2,21,4,0,2,0,0,0
149,1,120.0,6,10,4,2,1,0,0,1
46,0,120.0,9,12,3,3,1,0,3,1
2,0,94.0,11,2,0,2,0,0,3,1
196,2,55.96,8,16,4,5,2,0,0,1
7,0,83.58,12,26,4,1,2,0,1,1
6,0,95.0,4,7,0,1,0,0,0,1
240,0,90.95,7,13,4,4,1,0,0,0
7,0,138.0,4,9,4,4,2,0,3,0
7,0,151.0,8,7,4,2,2,0,0,0
149,1,178.67,12,28,4,4,1,0,6,0
61,1,72.24,10,26,3,1,1,0,0,1
35,0,67.5,2,12,4,2,0,3,0,0
153,2,134.3,7,21,4,3,1,0,3,0
71,0,203.76,4,3,4,5,2,1,5,0
0,0,185.0,9,19,2,1,1,0,0,1
1,1,101.0,4,8,4,1,0,0,0,1
298,1,79.59,10,9,4,5,2,0,3,1
119,1,85.5,8,13,4,3,0,0,0,1
169,2,167.45,7,5,4,4,0,0,5,0
131,0,132.3,10,15,4,1,2,0,3,0
13,0,52.5,12,28,3,3,1,0,3,1
35,0,85.0,10,20,3,3,0,0,0,1
58,1,90.9,3,31,4,3,0,0,0,1
151,0,71.0,1,19,3,2,0,0,0,1
41,0,83.0,9,4,3,1,0,1,0,1
13,0,159.0,10,10,2,2,1,0,0,1
163,0,115.0,10,15,4,1,2,0,0,0
42,2,142.2,8,30,4,4,0,0,3,1
148,0,61.56,4,23,4,1,2,3,0,1
175,0,65.83,7,15,4,2,1,3,0,0
31,0,73.9,1,19,4,3,0,0,0,1
133,1,120.0,6,19,4,1,2,0,0,1
0,1,45.0,10,28,3,1,0,0,0,1
29,0,66.0,2,24,3,4,0,0,0,1
55,2,102.6,11,13,4,0,1,0,0,1
0,1,110.0,9,28,2,1,0,0,3,1
134,0,80.0,4,16,3,1,2,0,0,1
71,0,75.0,11,25,3,2,0,0,0,1
109,0,72.25,7,18,4,6,3,0,0,0
2,0,94.5,8,1,3,1,2,1,0,0
48,1,133.74,8,26,4,3,2,0,3,0
10,1,52.36,12,20,4,2,2,3,0,1
0,0,75.0,7,27,3,2,1,0,0,1
141,1,96.3,7,1,4,2,0,0,0,1
42,2,94.5,10,19,4,1,1,0,0,1
13,3,128.5,8,19,4,2,0,3,0,1
126,1,80.75,6,2,3,3,0,0,0,1
10,0,81.0,2,20,4,3,2,3,0,1
29,1,143.18,4,13,4,4,0,0,3,1
22,0,124.0,9,20,4,2,2,0,0,0
1,1,89.5,12,18,4,0,1,0,0,1
163,0,100.8,10,5,3,3,0,0,0,0
224,0,60.0,10,2,3,2,1,0,0,1
9,0,87.0,1,15,4,2,1,0,0,1
237,0,134.73,10,13,4,3,1,0,3,0
178,1,114.3,5,27,4,2,0,3,0,0
78,0,93.6,11,21,4,2,1,0,0,0
314,0,68.66,12,26,4,6,3,3,0,0
56,0,185.0,9,25,3,2,2,0,0,1
106,0,94.5,7,25,4,1,1,3,0,0
0,0,65.0,4,12,2,1,0,0,0,0
3,0,95.0,11,10,0,1,0,0,3,1
33,0,126.9,5,2,4,1,1,0,0,0
124,0,135.0,10,9,4,0,2,0,3,0
6,0,89.0,3,22,4,2,0,3,0,0
151,0,71.0,1,19,3,3,0,0,0,1
4,0,94.5,8,8,3,1,2,1,0,1
29,2,98.98,10,13,4,4,0,0,0,1
6,1,136.0,10,20,4,2,0,0,3,1
8,0,54.4,12,16,4,2,0,3,0,1
159,0,72.25,8,20,3,2,2,0,0,1
24,0,58.0,12,27,3,1,2,0,0,1
81,1,146.6,11,6,4,2,2,0,3,1
159,1,133.2,9,28,4,4,1,0,3,0
100,2,137.7,7,18,4,1,1,0,3,1
359,0,70.0,10,14,3,3,2,0,0,1
23,2,95.0,4,2,3,2,2,0,0,1
174,0,70.0,10,10,4,1,1,0,0,0
100,1,72.25,4,18,4,3,1,3,0,1
111,1,82.45,4,4,4,3,1,0,0,1
25,1,113.31,6,26,4,4,2,0,3,1
33,0,67.5,2,15,4,0,1,3,0,0
48,1,94.5,10,19,4,3,1,0,0,1
244,1,85.5,9,3,4,1,0,3,0,0
73,0,94.0,4,3,4,1,2,3,0,1
118,1,107.95,7,1,4,5,2,0,0,1
203,0,96.3,8,9,4,3,0,0,0,0
41,2,130.9,12,2,4,2,2,0,3,1
145,1,112.0,7,4,3,4,1,0,0,1
67,1,99.45,4,24,4,2,2,0,0,1
103,2,61.5,3,3,3,3,0,0,0,1
17,2,113.33,10,1,4,3,0,0,0,1
88,3,105.4,4,27,4,4,0,0,0,1
176,1,112.2,8,8,4,5,2,0,3,0
21,0,67.32,12,19,4,4,1,0,0,1
75,0,80.0,3,17,3,3,1,0,0,0
96,3,100.13,10,24,4,3,1,0,0,1
143,1,103.5,8,13,4,1,0,3,0,1
170,0,72.25,8,10,3,5,2,0,0,1
180,1,126.9,9,3,4,1,2,0,0,0
75,0,74.68,3,19,4,5,2,0,0,1
21,0,135.0,3,31,4,4,2,0,0,0
130,1,105.3,5,5,4,3,0,0,0,0
7,1,93.0,2,20,4,1,0,0,0,1
4,0,85.0,2,12,3,2,2,0,0,1
119,1,119.28,7,18,4,6,3,0,3,1
20,0,65.0,10,11,2,1,2,0,0,1
255,0,123.75,12,30,4,2,2,0,3,1
237,0,80.75,8,10,4,4,0,3,0,0
12,1,67.0,12,8,2,2,0,0,0,1
86,0,100.0,9,9,2,2,0,0,0,1
30,0,163.62,8,6,3,1,0,0,4,1
161,1,89.25,7,30,4,2,2,3,0,1
34,0,66.0,1,24,2,0,1,0,0,1
137,0,130.95,8,24,4,4,0,0,3,0
141,2,137.7,7,16,4,1,1,0,4,1
51,1,96.9,11,27,4,3,2,0,3,1
10,0,118.8,3,1,4,5,0,0,3,1
377,0,90.0,10,14,3,2,0,1,0,0
122,0,85.0,4,15,4,2,0,0,0,0
18,2,119.1,12,31,4,1,2,3,0,1
49,0,71.0,12,30,3,4,0,0,0,1
41,1,69.29,12,27,3,5,2,0,0,1
69,0,105.3,4,27,4,2,0,0,0,0
21,1,139.0,9,25,4,1,2,0,0,1
68,0,65.0,9,29,3,2,0,0,0,1
157,0,94.5,8,3,4,1,0,3,0,0
3,0,85.0,7,21,3,1,0,0,0,1
40,0,175.0,10,21,4,2,0,0,3,0
1,0,77.25,12,19,4,1,0,0,1,1
46,0,79.2,11,22,4,1,0,3,0,0
33,1,186.0,10,10,4,3,1,0,3,0
83,0,123.75,7,18,4,3,1,0,0,0
22,1,87.0,11,14,4,1,2,0,0,1
33,0,95.0,1,25,2,1,1,0,0,1
166,0,96.3,8,27,4,1,2,0,0,0
93,1,60.0,3,4,3,2,0,0,0,1
9,2,109.0,8,31,4,4,1,0,0,1
4,3,306.0,7,8,4,2,1,0,6,1
268,2,96.3,10,28,4,2,1,0,0,1
74,0,90.95,5,2,3,4,1,0,3,1
24,0,117.0,4,21,4,2,0,0,0,0
81,1,103.7,4,25,4,3,1,0,3,1
227,0,72.76,10,16,3,5,2,0,0,1
41,0,85.67,3,13,2,1,2,0,0,1
43,0,150.3,6,30,4,3,0,0,3,0
8,1,204.0,6,30,4,4,2,1,3,1
66,0,75.0,10,9,4,2,1,0,0,0
89,1,127.8,7,14,4,2,0,0,3,0
53,0,149.4,9,11,4,2,2,0,3,0
86,0,83.3,10,29,4,2,2,0,0,1
60,0,0.0,9,21,4,1,1,0,0,1
15,1,130.0,2,19,4,2,0,0,3,1
114,0,75.0,7,1,4,2,1,0,0,0
52,2,159.3,5,28,4,1,1,0,3,1
307,1,158.4,8,14,4,3,2,0,5,0
123,1,81.5,4,12,4,5,0,0,1,1
59,1,87.0,1,28,3,2,0,0,0,1
61,0,124.8,4,15,4,2,1,0,3,0
75,0,12.0,3,17,3,3,1,0,0,0
64,0,140.0,5,17,2,2,0,0,0,0
50,2,126.3,11,10,4,3,0,0,0,1
5,0,122.24,8,3,4,3,0,0,4,1
64,2,115.6,3,28,4,3,1,0,3,1
38,2,99.9,6,20,4,3,1,0,0,1
20,1,100.1,11,6,4,0,1,0,3,1
14,2,65.8,1,15,4,2,0,0,0,1
29,2,152.0,10,5,4,2,0,0,0,1
106,0,105.0,5,21,3,3,2,1,0,1
70,2,130.05,4,10,4,3,2,0,3,1
76,1,76.5,3,21,4,5,1,3,0,1
17,1,91.0,3,14,4,3,1,0,0,1
136,1,105.3,5,6,4,2,0,0,0,1
0,0,91.59,8,16,4,2,0,3,0,1
36,1,126.9,5,11,4,4,0,0,0,1
5,1,145.0,3,26,4,3,2,0,0,1
17,0,105.0,9,1,4,3,0,0,0,1
180,1,122.25,7,31,4,4,2,0,0,0
120,1,103.5,5,2,4,1,1,3,0,1
12,1,90.0,6,8,3,1,0,0,0,1
9,2,190.5,9,24,4,3,1,0,0,1
6,0,57.75,8,13,3,6,2,0,3,1
75,2,168.3,8,12,4,3,2,0,3,1
17,0,75.66,12,2,4,15,6,3,0,1
31,2,88.0,11,19,4,1,0,3,0,1
12,0,76.29,12,3,4,2,2,3,0,1
4,0,147.33,10,16,4,1,2,0,0,1
101,2,90.0,11,26,4,1,2,0,0,1
136,0,85.5,6,29,4,3,0,3,0,0
0,0,79.0,3,21,2,1,1,0,0,1
59,2,129.2,12,13,4,5,0,1,3,1
27,0,137.76,6,19,4,3,2,0,3,0
173,1,365.0,7,25,3,2,1,1,0,0
34,0,177.33,9,23,3,3,0,1,0,1
142,1,129.0,6,10,4,2,1,0,3,1
0,0,97.32,4,23,4,1,0,0,0,1
130,0,102.58,3,25,4,2,1,0,1,1
10,0,153.0,8,23,4,0,1,0,5,1
115,1,132.6,5,29,4,4,2,0,3,0
58,2,138.6,12,24,4,1,0,0,3,1
0,0,94.1,9,2,4,1,0,3,0,1
3,2,130.0,10,28,4,2,2,3,0,1
33,1,67.5,8,5,4,4,0,0,1,0
99,0,65.0,10,30,4,2,2,0,0,0
62,1,109.8,9,1,4,3,0,0,0,1
93,3,96.3,4,12,4,3,0,0,0,1
210,1,90.95,8,15,4,3,1,0,0,1
67,1,82.45,3,29,4,5,0,0,0,1
219,2,90.95,10,22,4,2,2,0,0,1
99,0,60.67,12,30,3,3,0,0,3,1
75,0,123.3,7,11,4,1,1,0,3,0
1,0,163.5,7,24,4,2,2,0,3,1
140,0,114.63,7,31,4,5,2,0,3,1
39,0,89.1,6,26,4,0,2,3,0,0
0,0,95.0,6,20,0,3,1,0,0,1
102,1,114.3,7,23,4,5,2,0,0,1
19,1,130.0,2,19,4,2,2,0,3,1
155,0,130.5,8,16,4,2,0,0,0,0
42,0,157.5,8,31,4,3,0,1,3,0
102,0,101.5,10,16,3,2,0,1,0,0
56,0,168.3,7,30,4,2,2,0,3,0
61,0,56.0,12,27,3,3,2,0,3,1
1,2,139.0,6,8,4,1,0,0,3,1
107,1,108.0,10,21,4,2,1,3,0,1
2,0,109.65,10,13,3,1,0,0,0,1
23,0,127.67,6,21,4,3,0,0,0,0
21,1,169.0,10,4,4,2,0,0,0,1
87,0,131.0,12,25,4,0,2,0,0,1
38,0,71.1,3,14,4,3,1,3,0,1
241,1,81.76,10,29,4,2,2,0,1,1
54,2,83.7,11,11,4,2,0,3,0,1
70,0,40.67,1,15,3,2,1,0,0,1
20,0,90.0,5,22,3,1,2,0,0,1
1,0,140.0,10,11,4,2,0,3,0,1
14,1,112.0,11,3,4,1,0,0,0,0
160,0,130.05,8,1,4,4,1,0,3,0
38,0,67.5,2,13,4,1,2,3,0,0
15,0,84.33,3,5,4,1,2,3,0,1
88,2,150.45,4,3,4,2,2,0,5,1
32,0,79.2,12,24,4,1,1,3,0,0
12,1,87.0,1,8,4,2,1,0,0,1
10,0,89.59,12,3,4,3,2,0,0,1
269,0,102.51,10,10,4,4,1,0,0,0
19,1,149.0,9,23,4,2,0,3,0,1
62,0,140.0,6,2,3,2,0,0,0,1
92,0,90.0,11,2,4,4,1,0,0,1
53,2,118.8,10,4,4,3,0,0,0,1
210,0,86.0,10,8,3,3,1,1,0,0
9,0,89.0,4,8,4,1,0,3,0,0
22,0,149.33,6,2,4,3,0,0,3,0
33,1,102.37,2,26,4,2,1,0,0,1
48,0,94.5,10,25,4,1,2,0,0,0
24,1,85.0,8,12,3,2,1,0,0,1
158,1,99.45,7,3,4,3,2,0,0,1
111,1,139.5,7,23,4,3,2,1,0,1
9,2,91.25,5,7,4,2,2,0,0,1
30,0,122.4,6,19,4,1,2,0,3,0
7,0,78.3,1,16,4,1,2,0,0,1
42,1,164.33,10,20,4,3,0,0,0,0
244,0,90.95,8,2,4,4,0,0,0,0
95,1,73.95,3,17,4,3,2,0,0,1
2,0,64.08,3,28,4,0,1,3,0,1
211,0,100.0,5,20,4,2,0,0,0,0
9,1,85.0,10,2,3,1,2,0,0,1
4,0,73.8,2,22,3,1,1,0,0,1
62,2,98.55,9,4,4,2,2,0,0,1
100,1,123.3,7,22,4,2,0,0,3,1
3,1,104.72,5,2,4,0,1,0,0,1
16,0,82.8,2,5,4,2,0,0,3,1
3,1,135.0,10,16,4,2,2,3,0,1
55,2,135.9,9,26,4,3,1,0,0,1
56,0,185.0,9,25,3,2,2,0,0,1
14,0,64.05,2,3,4,16,6,3,0,0
151,2,76.5,8,21,4,3,2,0,0,1
0,0,80.1,3,30,4,1,0,3,0,1
3,0,88.0,11,28,2,0,1,0,0,1
145,1,269.3,8,4,4,3,0,0,6,0
83,2,94.36,11,11,4,3,2,0,0,1
0,0,126.0,10,11,4,0,1,0,0,1
3,0,65.0,9,27,2,0,2,0,0,1
174,2,98.1,10,5,4,4,0,3,0,1
78,1,82.45,3,31,4,4,2,0,0,1
30,0,85.5,6,2,3,2,0,0,0,1
74,0,74.8,12,19,4,3,1,3,0,0
49,3,109.8,9,2,4,1,0,0,0,1
230,0,137.0,9,6,3,5,0,1,0,0
7,2,98.13,11,24,4,3,1,0,0,1
0,0,90.0,1,25,4,0,1,3,0,1
70,2,105.3,4,22,4,2,0,0,0,1
77,2,132.6,5,10,4,4,0,0,3,1
11,0,70.0,1,4,3,3,1,0,0,1
27,0,156.0,5,18,4,1,0,0,3,1
110,0,121.05,7,22,4,2,2,0,3,1
6,0,79.0,3,16,2,1,0,0,0,1
4,2,176.0,3,26,4,1,2,0,3,1
174,1,99.45,7,26,4,6,2,0,0,1
4,1,0.0,10,1,1,1,0,0,4,1
19,1,90.98,9,21,4,3,1,0,3,1
1,1,0.0,6,7,1,1,0,0,0,1
44,1,95.0,4,23,3,1,2,0,0,1
120,1,104.4,10,28,4,1,0,0,3,0
17,0,142.54,11,6,4,2,2,3,0,1
1,0,0.0,8,14,1,2,1,0,1,1
2,0,119.0,4,12,4,1,0,3,0,1
6,0,176.0,2,24,4,2,0,0,5,1
254,0,90.95,10,25,4,5,0,0,0,0
59,1,108.0,10,10,4,0,1,3,0,0
86,0,221.18,10,24,4,3,1,1,5,0
149,0,72.25,7,10,4,4,2,0,0,0
14,1,82.8,2,3,4,3,0,0,3,1
42,1,126.0,10,10,4,0,1,0,0,0
0,0,143.5,7,8,4,2,0,3,0,1
0,0,74.14,5,16,4,0,1,3,0,1
124,1,48.33,3,15,3,5,1,0,0,1
26,0,95.0,6,11,3,1,2,0,0,1
0,0,65.0,4,4,2,0,1,0,0,1
148,1,108.16,5,29,4,2,2,0,3,1
45,0,82.98,9,8,4,5,0,0,0,1
15,0,87.0,2,20,3,2,2,0,0,1
46,1,139.5,10,4,4,4,0,0,3,0
17,1,140.0,10,19,4,4,0,3,0,1
187,3,108.9,10,7,4,2,1,0,0,1
140,2,195.3,7,8,4,1,0,0,5,1
38,1,145.8,9,21,4,2,1,0,0,1
0,0,89.0,11,5,2,1,0,0,0,1
113,1,116.1,6,13,4,2,1,3,0,1
18,0,129.0,6,17,4,2,0,3,0,1
2,1,117.65,3,23,4,2,0,0,0,1
5,1,136.0,4,21,4,3,0,0,3,1
148,3,118.8,10,4,4,3,0,0,0,1
29,1,115.0,12,31,3,3,0,0,0,1
161,0,130.05,12,26,4,3,1,1,3,1
20,2,67.22,2,24,4,2,0,0,0,1
44,0,192.9,6,9,4,3,0,0,5,0
85,0,126.9,6,20,4,2,1,0,0,0
69,1,92.28,5,11,4,4,0,0,0,1
34,1,97.4,3,3,4,3,2,0,3,1
0,0,79.0,2,4,4,1,0,3,0,0
197,2,82.45,8,16,3,5,2,0,3,1
27,0,141.0,5,10,4,3,0,0,0,0
12,0,95.0,9,27,3,2,0,0,0,1
55,0,106.24,9,11,4,3,2,0,3,1
26,2,159.0,10,15,4,1,1,0,3,1
48,1,138.6,12,23,4,2,1,0,3,1
175,0,112.63,8,31,4,4,0,0,0,0
240,0,140.4,9,30,4,2,0,0,3,0
55,2,139.5,10,20,4,3,0,0,3,1
24,0,116.1,10,3,4,2,1,3,0,0
64,0,73.95,2,12,4,2,2,0,0,0
320,0,0.0,8,18,4,2,0,1,0,0
40,0,70.0,10,5,3,1,1,0,0,1
2,0,65.0,9,9,2,1,0,0,0,1
6,1,91.0,3,8,4,3,0,3,0,1
42,1,80.76,3,6,4,2,2,0,0,0
29,0,88.4,12,19,4,3,1,0,0,1
48,2,93.5,3,20,4,2,2,0,0,1
4,0,122.4,9,20,4,1,0,3,0,1
115,0,87.0,2,27,3,2,2,0,0,1
15,2,115.0,9,16,4,2,0,3,3,1
6,1,121.0,6,5,4,0,1,0,0,1
55,1,123.3,9,2,4,2,1,0,3,1
4,0,93.0,2,25,4,2,0,0,0,1
13,0,109.0,4,25,4,2,1,3,0,0
55,0,69.5,3,2,4,3,0,3,0,0
195,2,112.2,8,17,4,5,2,0,3,0
50,1,123.3,9,2,4,2,1,0,3,0
28,0,130.0,10,29,3,1,0,0,0,1
91,0,133.2,8,6,4,1,2,0,3,1
87,0,97.71,6,9,4,3,0,0,0,1
34,1,99.3,1,22,4,2,1,0,0,1
8,1,103.0,3,11,4,2,1,0,1,1
3,0,72.5,7,11,3,1,2,1,0,1
61,0,121.5,7,23,4,1,1,0,0,0
2,0,94.32,9,17,4,1,1,3,0,1
107,1,80.75,5,29,4,1,2,0,0,0
42,0,91.5,12,28,4,1,1,0,1,1
146,1,99.45,7,16,4,2,2,0,0,1
158,0,114.3,7,7,4,3,0,0,0,0
62,0,71.4,9,23,3,1,0,0,0,1
3,0,80.8,2,25,4,3,0,0,0,1
124,0,96.9,7,14,3,5,2,0,0,1
7,0,80.0,3,16,3,3,0,0,0,1
46,2,123.3,3,31,4,2,0,0,3,1
0,0,134.0,7,10,4,0,2,3,0,1
15,1,151.0,7,5,4,3,0,0,0,1
10,1,156.0,8,29,4,2,2,0,5,0
122,0,140.27,7,28,4,5,2,0,3,1
28,1,231.0,9,13,4,2,0,0,5,1
59,2,137.7,4,21,4,1,0,0,3,1
45,2,94.5,10,19,4,5,1,0,0,1
35,1,107.1,3,27,4,0,2,3,0,1
77,0,94.5,7,12,4,2,0,3,0,0
0,0,114.0,9,8,2,1,0,0,0,1
1,0,102.6,9,30,3,2,0,0,0,1
110,0,153.4,8,22,4,1,1,0,0,1
170,0,91.44,9,6,4,3,0,0,0,0
219,0,84.0,9,4,3,1,0,1,0,1
1,1,148.8,9,11,4,3,2,0,0,1
209,0,111.35,9,29,4,3,1,0,0,0
153,0,122.91,12,29,4,3,2,0,0,1
8,2,158.0,9,9,4,1,0,3,0,1
208,2,80.24,6,11,3,2,2,0,0,1
4,1,65.0,7,18,2,1,1,0,0,1
0,0,91.0,2,18,4,1,0,0,0,1
143,0,99.79,5,29,4,3,2,0,0,1
52,1,120.6,10,28,4,2,2,0,3,1
0,0,133.0,9,4,4,2,0,0,0,0
2,1,139.0,8,31,4,3,0,0,0,1
8,2,103.0,11,21,4,0,1,0,0,1
4,0,162.0,9,2,4,3,2,0,3,1
57,1,146.96,9,24,4,5,2,0,3,1
109,1,102.28,6,26,4,4,2,0,0,1
4,0,154.5,12,19,4,1,0,0,1,1
54,1,95.0,10,29,3,1,2,0,1,1
38,1,78.3,2,12,4,2,2,0,0,0
88,0,54.09,12,2,4,2,2,0,0,1
290,1,65.0,6,17,3,2,1,0,0,1
203,1,122.76,8,13,4,5,2,0,0,0
2,1,94.35,11,14,4,3,1,0,0,1
54,0,75.0,11,19,3,1,1,0,0,1
0,0,0.0,12,11,4,1,0,0,0,1
1,0,103.5,3,28,4,3,1,0,0,1
38,0,131.4,3,18,4,2,1,0,3,0
97,1,96.3,4,8,4,2,0,0,0,1
267,0,115.2,10,1,4,1,1,0,3,0
115,0,120.3,8,5,4,2,1,0,0,0
33,0,41.43,11,7,3,5,2,0,0,1
36,2,126.9,5,21,4,2,2,0,0,1
37,1,143.1,3,25,4,1,0,0,0,0
39,1,135.0,11,10,4,3,0,3,0,1
101,0,80.0,4,4,3,2,1,0,0,0
266,0,73.95,12,26,4,3,1,0,0,0
35,1,139.14,9,24,4,3,2,0,3,1
0,0,107.0,6,30,4,1,0,3,0,1
73,1,135.9,5,18,4,2,0,0,0,1
15,1,107.99,11,5,4,4,2,0,0,1
4,1,93.0,1,26,4,1,0,0,0,1
3,1,130.0,2,6,4,1,0,0,3,1
0,1,0.0,9,17,1,1,0,0,0,1
44,0,150.3,7,1,4,2,0,0,3,0
125,1,130.5,7,29,4,1,0,0,0,1
8,0,91.0,2,16,4,1,0,0,0,1
93,0,159.3,6,3,4,2,0,0,3,1
106,0,62.0,1,5,3,4,0,0,3,1
80,0,75.0,9,26,3,2,1,0,0,0
49,0,93.15,7,11,4,0,1,3,0,0
59,0,93.6,12,23,4,2,0,0,0,0
60,0,126.0,12,8,4,3,0,0,3,0
6,2,109.0,9,14,4,2,1,0,0,1
42,0,118.16,3,24,4,3,1,0,0,1
9,0,154.33,8,12,4,2,1,0,0,1
44,0,121.61,4,30,4,2,2,0,0,1
198,0,90.0,9,9,3,2,1,0,0,0
245,0,106.59,10,13,4,3,2,0,0,0
192,0,164.63,10,28,4,3,2,0,5,0
1,1,197.0,12,30,4,3,0,0,3,1
7,1,91.0,5,21,3,1,1,1,0,1
134,0,109.8,7,4,4,1,1,0,0,1
8,0,154.0,12,8,4,1,0,0,3,1
2,0,65.0,9,27,2,0,2,0,0,0
21,0,124.8,5,19,3,1,0,0,3,1
7,1,81.0,2,8,4,3,1,3,0,1
7,0,97.0,3,8,3,1,0,0,0,1
80,0,80.75,4,11,3,2,1,0,0,1
168,0,130.05,8,1,4,4,1,0,3,0
9,2,109.0,8,31,4,4,1,0,0,0
180,1,98.1,10,10,4,0,1,3,0,1
85,1,85.0,10,6,3,3,1,0,0,1
264,0,96.3,10,28,4,2,1,0,0,0
57,0,76.76,3,30,4,4,0,3,0,0
256,0,76.67,9,14,3,2,1,0,0,1
31,1,96.3,11,26,4,3,0,0,0,1
195,0,174.3,8,26,4,2,1,0,5,0
83,0,93.6,11,20,4,1,2,0,0,0
17,0,145.0,4,14,4,2,0,0,0,0
108,1,158.4,12,26,4,4,1,1,0,0
75,0,78.0,3,19,4,1,2,0,1,0
6,1,109.75,9,7,4,3,1,0,0,1
180,2,54.75,11,13,4,0,1,3,0,1
23,3,129.0,9,28,4,2,0,3,0,1
134,1,116.36,10,22,4,5,2,0,3,1
82,1,72.25,3,29,4,5,1,3,0,1
15,1,129.0,10,4,3,3,0,0,0,1
30,0,117.9,5,23,4,1,1,0,0,0
2,1,127.0,2,7,4,0,1,0,3,1
28,0,79.0,3,18,4,1,0,3,0,0
34,1,71.55,1,6,4,2,0,0,1,1
13,1,111.85,6,5,4,0,1,0,0,1
96,1,118.8,10,7,4,2,1,0,0,0
8,1,96.0,3,8,4,1,0,0,0,1
2,0,163.0,9,15,4,1,0,0,0,1
25,0,65.0,11,22,3,3,2,0,0,1
79,0,125.38,4,28,4,3,1,0,3,1
38,2,118.0,11,4,4,2,1,0,3,1
85,1,132.6,5,15,4,2,2,0,3,1
56,1,140.4,6,1,4,3,0,0,3,1
81,0,132.6,5,21,4,2,2,0,3,0
60,0,75.48,6,21,3,3,0,0,0,1
0,0,79.0,2,15,2,0,1,0,0,1
53,1,126.9,5,17,4,1,0,0,0,1
107,0,81.25,8,17,3,1,0,0,0,1
1,1,121.5,6,14,4,4,0,3,0,1
5,2,66.3,12,14,4,4,0,3,0,1
214,1,90.95,8,9,4,5,2,0,0,1
14,1,83.0,3,3,4,3,2,3,0,1
58,0,120.0,4,28,4,3,0,0,0,0
114,0,189.0,7,14,4,3,0,1,3,0
103,2,131.4,8,7,4,1,2,0,3,1
3,1,130.0,1,29,4,2,1,1,0,1
16,0,91.5,11,18,4,2,2,3,0,0
173,2,167.45,12,9,4,3,2,1,3,0
82,0,125.1,9,10,4,1,0,3,0,0
7,2,136.0,9,21,4,2,1,0,3,1
50,0,112.2,4,4,4,3,1,0,3,0
56,1,119.75,3,20,4,2,2,0,3,1
10,2,174.0,12,11,4,0,1,0,5,1
14,0,95.0,10,14,2,2,0,0,0,1
42,1,144.9,8,14,4,2,2,0,0,1
44,0,233.1,9,3,4,1,2,1,5,0
110,0,70.0,12,9,3,4,0,0,0,1
0,2,98.0,8,9,4,0,2,0,0,1
196,0,80.75,5,12,3,3,1,0,0,1
124,2,118.8,10,9,4,1,2,0,0,1
53,1,81.7,3,17,4,3,1,3,0,1
4,0,65.0,4,10,2,1,2,0,0,1
0,2,77.25,11,28,4,1,0,0,1,1
8,1,96.0,12,19,4,2,1,0,0,1
61,0,121.5,7,23,4,4,2,0,0,0
0,0,147.59,9,16,4,1,0,3,3,1
33,2,146.7,4,20,4,1,0,0,3,1
205,0,90.95,7,22,4,3,2,0,0,0
53,1,122.4,6,18,4,4,2,0,3,0
146,2,166.5,10,19,4,4,1,1,3,1
104,1,88.01,7,2,4,1,2,0,0,1
4,1,102.0,2,7,4,0,2,0,0,1
6,0,115.0,6,8,4,1,0,0,0,1
1,0,180.0,9,24,4,1,0,3,0,0
3,0,124.0,6,27,3,1,1,3,0,1
70,2,79.2,12,8,4,1,0,3,0,1
56,0,141.3,6,9,4,1,0,0,3,0
7,2,145.0,8,19,4,2,1,0,3,1
13,1,109.5,10,26,3,1,0,0,0,1
23,2,161.5,9,24,4,2,2,0,3,1
142,2,72.25,7,13,3,4,1,0,0,1
7,0,61.0,8,5,3,3,0,0,0,1
160,0,70.0,12,30,3,3,0,0,0,1
0,0,55.08,2,12,4,1,0,0,0,1
37,1,126.6,3,24,4,3,0,0,0,1
52,0,130.0,9,11,4,0,2,0,0,0
3,0,195.0,9,26,4,0,1,3,4,1
57,0,117.9,6,8,4,3,0,0,0,0
0,1,126.0,6,22,4,1,0,0,3,1
107,1,119.7,8,21,4,1,2,0,0,1
8,1,151.0,7,13,4,3,0,0,0,0
66,1,141.9,9,1,4,3,0,0,0,1
1,2,101.0,4,4,4,0,1,0,0,1
6,0,212.72,11,9,4,4,0,0,5,0
61,1,120.6,9,6,4,2,0,0,3,0
224,1,97.18,9,3,4,4,2,0,0,0
